Latitude,Longitude,Elevation
19.05429000,72.86840000,4.0
19.05396000,72.86813000,4.0
19.05391000,72.86809000,4.0
19.05349000,72.86775000,3.0
19.05324000,72.86758000,3.0
19.05293000,72.86733000,3.0
19.05253000,72.86701000,3.0
19.05212000,72.86668000,4.0
19.05172000,72.86636000,2.0
19.05131000,72.86604000,3.0
19.05091000,72.86571000,5.0
19.05050000,72.86539000,7.0
19.05042000,72.86531000,7.0
19.05046000,72.86525000,7.0
19.05084000,72.86482000,6.0
19.05114000,72.86445000,5.0
19.05122000,72.86432000,4.0
19.05129000,72.86417000,4.0
19.05133000,72.86404000,5.0
19.05143000,72.86338000,6.0
19.05150000,72.86282000,6.0
19.05157000,72.86235000,8.0
19.05172000,72.86153000,9.0
19.05184000,72.86113000,10.0
19.05189000,72.86089000,10.0
19.05192000,72.86063000,9.0
19.05194000,72.86048000,9.0
19.05194000,72.86027000,9.0
19.05191000,72.86015000,9.0
19.05184000,72.85977000,6.0
19.05171000,72.85921000,6.0
19.05163000,72.85893000,7.0
19.05154000,72.85874000,8.0
19.05140000,72.85851000,8.0
19.05124000,72.85824000,9.0
19.05103000,72.85800000,10.0
19.05092000,72.85787000,10.0
19.05060000,72.85759000,8.0
19.05032000,72.85739000,5.0
19.04977000,72.85701000,4.0
19.04921000,72.85664000,4.0
19.04911000,72.85659000,4.0
19.04902000,72.85656000,5.0
19.04843000,72.85641000,4.0
19.04834000,72.85638000,3.0
19.04828000,72.85635000,3.0
19.04824000,72.85631000,3.0
19.04822000,72.85622000,3.0
19.04822000,72.85609000,3.0
19.04826000,72.85587000,2.0
19.04834000,72.85549000,2.0
19.04841000,72.85509000,3.0
19.04843000,72.85497000,3.0
19.04845000,72.85474000,3.0
19.04845000,72.85469000,3.0
19.04845000,72.85464000,3.0
19.04843000,72.85436000,3.0
19.04843000,72.85428000,4.0
19.04842000,72.85423000,4.0
19.04831000,72.85386000,5.0
19.04825000,72.85368000,5.0
19.04821000,72.85358000,5.0
19.04814000,72.85345000,4.0
19.04808000,72.85335000,4.0
19.04786000,72.85305000,4.0
19.04755000,72.85271000,4.0
19.04745000,72.85262000,4.0
19.04725000,72.85239000,5.0
19.04696000,72.85207000,4.0
19.04688000,72.85197000,3.0
19.04685000,72.85192000,2.0
19.04682000,72.85188000,2.0
19.04677000,72.85181000,2.0
19.04675000,72.85177000,2.0
19.04672000,72.85172000,2.0
19.04666000,72.85159000,3.0
19.04660000,72.85153000,3.0
19.04653000,72.85147000,4.0
19.04647000,72.85139000,4.0
19.04643000,72.85123000,4.0
19.04638000,72.85101000,4.0
19.04633000,72.85062000,3.0
19.04632000,72.85046000,4.0
19.04632000,72.85031000,4.0
19.04634000,72.85017000,4.0
19.04633000,72.85007000,4.0
19.04625000,72.84984000,4.0
19.04619000,72.84956000,4.0
19.04617000,72.84943000,3.0
19.04614000,72.84930000,2.0
19.04611000,72.84912000,2.0
19.04606000,72.84892000,2.0
19.04605000,72.84884000,2.0
19.04603000,72.84875000,3.0
19.04594000,72.84861000,5.0
19.04588000,72.84854000,6.0
19.04583000,72.84849000,6.0
19.04576000,72.84845000,6.0
19.04582000,72.84832000,6.0
19.04582000,72.84827000,6.0
19.04582000,72.84824000,6.0
19.04581000,72.84820000,6.0
19.04577000,72.84806000,6.0
19.04556000,72.84716000,6.0
19.04550000,72.84693000,7.0
19.04535000,72.84640000,8.0
19.04517000,72.84588000,7.0
19.04508000,72.84565000,6.0
19.04498000,72.84534000,7.0
19.04471000,72.84445000,6.0
19.04461000,72.84414000,6.0
19.04455000,72.84389000,6.0
19.04454000,72.84367000,6.0
19.04457000,72.84347000,7.0
19.04460000,72.84332000,7.0
19.04465000,72.84318000,7.0
19.04469000,72.84306000,7.0
19.04475000,72.84295000,6.0
19.04484000,72.84285000,5.0
19.04510000,72.84265000,4.0
19.04538000,72.84251000,3.0
19.04549000,72.84247000,4.0
19.04571000,72.84239000,6.0
19.04568000,72.84227000,6.0
19.04559000,72.84192000,7.0
19.04551000,72.84161000,7.0
19.04538000,72.84109000,8.0
19.04538000,72.84098000,8.0
19.04528000,72.84087000,8.0
19.04481000,72.84069000,9.0
19.04467000,72.83981000,7.0
19.04460000,72.83931000,7.0
19.04417000,72.83952000,7.0
19.04373000,72.83973000,7.0
19.04330000,72.83994000,6.0
19.04286000,72.84015000,8.0
19.04282000,72.84005000,8.0
19.04246000,72.84005000,8.0
19.04204000,72.83999000,9.0
19.04147000,72.83982000,11.0
19.04091000,72.83965000,13.0
19.04044000,72.83957000,12.0
19.03996000,72.83949000,9.0
19.03952000,72.83944000,7.0
19.03907000,72.83937000,8.0
19.03862000,72.83931000,9.0
19.03839000,72.83927000,9.0
19.03808000,72.83920000,9.0
19.03788000,72.83913000,10.0
19.03781000,72.83913000,10.0
19.03709000,72.83902000,10.0
19.03667000,72.83900000,10.0
19.03612000,72.83900000,11.0
19.03597000,72.83900000,11.0
19.03588000,72.83901000,11.0
19.03571000,72.83900000,10.0
19.03494000,72.83894000,12.0
19.03482000,72.83892000,12.0
19.03469000,72.83891000,11.0
19.03420000,72.83883000,9.0
19.03370000,72.83875000,4.0
19.03363000,72.83879000,4.0
19.03316000,72.83875000,11.0
19.03270000,72.83871000,9.0
19.03252000,72.83869000,8.0
19.03232000,72.83871000,9.0
19.03204000,72.83871000,10.0
19.03184000,72.83873000,11.0
19.03139000,72.83875000,13.0
19.03126000,72.83873000,11.0
19.03082000,72.83870000,12.0
19.03063000,72.83867000,12.0
19.03043000,72.83862000,13.0
19.03021000,72.83854000,12.0
19.02973000,72.83829000,10.0
19.02924000,72.83800000,9.0
19.02866000,72.83766000,10.0
19.02837000,72.83750000,11.0
19.02784000,72.83720000,8.0
19.02741000,72.83699000,9.0
19.02698000,72.83677000,11.0
19.02657000,72.83656000,12.0
19.02616000,72.83635000,12.0
19.02582000,72.83614000,11.0
19.02533000,72.83590000,11.0
19.02480000,72.83560000,14.0
19.02430000,72.83533000,13.0
19.02415000,72.83524000,12.0
19.02363000,72.83500000,11.0
19.02311000,72.83477000,11.0
19.02285000,72.83463000,9.0
19.02259000,72.83449000,7.0
19.02219000,72.83506000,10.0
19.02186000,72.83541000,9.0
19.02174000,72.83537000,8.0
19.02127000,72.83517000,10.0
19.02096000,72.83504000,13.0
19.02050000,72.83482000,13.0
19.02012000,72.83525000,11.0
19.01971000,72.83497000,11.0
19.01954000,72.83486000,11.0
19.01944000,72.83480000,12.0
19.01924000,72.83474000,11.0
19.01908000,72.83469000,11.0
19.01899000,72.83467000,11.0
